"콘텐츠 ID
(필수 입력)","사용유무
(필수입력)","콘텐츠명
(필수 입력)","서브카테고리 명
(선택 입력)","시군
(선택입력)","구명
(선택입력)","새주소[도로명 주소]
(조건부 선택 입력)",지번주소,키워드,"다국어
(필수 입력)","좌표[X]
(조건부 선택 입력)","좌표[Y]
(조건부 선택 입력)","공간객체타입
(조건부 선택 입력)","라인 색상
(조건부 선택 입력)","라인 패턴
(조건부 선택 입력)","라인두께
(조건부 선택)","전화번호
(선택 입력)","웹URL
(선택 입력)","동영상 웹 링크 URL
(선택 입력)","음성파일 웹 링크 URL
(선택 입력)","사진 정보1[URL or 파일명]
(선택 입력)","사진 정보2[URL or 파일명]
(선택 입력)","사진 정보3[URL or 파일명]
(선택 입력)","사진 정보4[URL or 파일명]
(선택 입력)","사진 정보5[URL or 파일명]
(선택 입력)","상세 제목1
(선택 입력)","상세 내용1
(선택 입력)","상세 제목2
(선택 입력)","상세 내용2
(선택 입력)","상세 제목3
(선택 입력)","상세 내용3
(선택 입력)","상세 제목4
(선택 입력)","상세 내용4
(선택 입력)","상세 제목5
(선택 입력)","상세 내용5
(선택 입력)","상세 제목6
(선택 입력)","상세 내용6
(선택 입력)","상세 제목7
(선택 입력)","상세 내용7
(선택 입력)","상세 제목13
(선택 입력)","상세 내용13
(선택 입력)","상세 제목14
(선택 입력)","상세 내용14
(선택 입력)","상세 제목15
(선택 입력)","상세 내용15
(선택 입력)","상세 제목16
(선택 입력)","상세 내용16
(선택 입력)","상세 제목17
(선택 입력)","상세 내용17
(선택 입력)","상세 제목18
(선택 입력)","상세 내용18
(선택 입력)","상세 제목19
(선택 입력)","상세 내용19
(선택 입력)","상세 제목20
(선택 입력)","상세 내용20
(선택 입력)"
Sijang_jung_026,Y,명동역지하도상가,전문시장,,중구,충무로3가 65-12(남산동3가),중구 충무로2가 110-4,,KOR,126.985402841,37.560911687,1,#0000FF,L,4,318-1473,,,,http://economy.seoul.go.kr/files/2015/07/55b0a745cd4941.47274571.jpg,,,,,,,면적(㎡),2215,점포수(개),70,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"의류,가방,귀금속,신발등",주변 버스정류소,"명동입구(02-149) - (간선)104, 421, 463, 507, 604, N16",,,,,,,,,,,,,,,,
Sijang_jung_025,Y,시청광장 지하쇼핑센터,전문시장,,중구,을지로지하 12(을지로2가),중구 을지로1가 192-7,,KOR,126.979119591,37.566004269,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/07/55b0ab2b2505b9.27362044.jpg,,,,,,,면적(㎡),2087,점포수(개),51,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"사무기기,시계",주변 버스정류소,"을지로입구,시청입구(02-157) - (간선)172, 472, 500, 504, N62, (직행)8800, 9007, (광역)M4108, M5107, M5115, M5121",,,,,,,,,,,,,,,,
Sijang_jung_024,Y,회현지하쇼핑센터,전문시장,,중구,소공로지하 58(충무로1가),중구 충무로1가 51-27,,KOR,126.982001448,37.560503969,1,#0000FF,L,4,3789-5512,,,,http://economy.seoul.go.kr/files/2015/07/55b0ab6814df68.92708389.jpg,,,,,,,면적(㎡),2498,점포수(개),224,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"음반,잡화",주변 버스정류소,"신세계앞(02-144) - (간선)143, 406",,,,,,,,,,,,,,,,
Sijang_jung_023,Y,을지로지하보도쇼핑센터,전문시장,,중구,을지로 218,중구 을지로5가 35-6,,KOR,127.003070303,37.566603545,1,#0000FF,L,4,2274-4659,,,,http://economy.seoul.go.kr/files/2015/07/55b0a7ee537694.47363372.jpg,,,,,,,면적(㎡),20334,점포수(개),212,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"인쇄,잡화,의류",주변 버스정류소,"을지로2가,기업은행본점,서울노동청(02-158) - (간선)100, 152, 202, 261, 472, 501, 701, N30, (지선)7017, 7021 (급행)8110, (광역)2500",,,,,,,,,,,,,,,,
Sijang_jung_022,Y,소공지하도상가,전문시장,,중구,소공로지하 102(소공동),중구 소공동,,KOR,126.979806572,37.564584765,1,#0000FF,L,4,775-2234,,,,http://economy.seoul.go.kr/files/2015/07/55b0710346b9f7.45721610.jpg,,,,,,,면적(㎡),3517,점포수(개),141,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화, 토산품)",대표상품,의류,주변 버스정류소,"을지로입구, 시청입구(02-157) - (간선)172, 472, 500, 504, N62, (직행)8800, 9007, (광역)M4108, M5107, M5115, M5121",,,,,,,,,,,,,,,,
Sijang_jung_021,Y,약수시장,일반시장,,중구,다산로10길 12,중구 신당동 367-4,,KOR,127.010692829,37.553284848,1,#0000FF,L,4,2252-9396,,,,http://economy.seoul.go.kr/files/2015/07/55b0a709b9aca4.77849283.jpg,,,,,,,면적(㎡),15135,점포수(개),68,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,전통떡 / 우성갈비(20년 전통의 연탄불에 구워먹는 돼지갈비집),주변 버스정류소,"약수시장,초록마을앞(02-523) - (마을)성동12",,,,,,,,,,,,,,,,
Sijang_jung_020,Y,방산시장,전문시장,,중구,을지로33길 18-1,중구 주교동 250-1,,KOR,126.999689272,37.567399231,1,#0000FF,L,4,2266-8765,http://www.bangsanmarket.net,,,http://economy.seoul.go.kr/files/2015/07/55b09e22b83274.02215109.jpg,,,,,,,면적(㎡),66961,점포수(개),651,형태(골목/건물/상점가),상점가,취급상품(일반/전문),"전문시장(인쇄, 벽지, 포장, 제빵)",대표상품,"인쇄,포장,벽지,베이킹",주변 버스정류소,"청계5가,방산시장(02-227) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_019,Y,인현시장,일반시장,,중구,인현1가 192(인현동 2가),중구 인현동2가 136-2,,KOR,126.99641807,37.564063139,1,#0000FF,L,4,2275-3478,,,,http://economy.seoul.go.kr/files/2015/07/55b0ac63486539.82644671.jpg,,,,,,,면적(㎡),6702,점포수(개),100,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,대표상품,"음식점(회,찌개,탕 등)",주변 버스정류소,"중구청앞,덕수중학교(02-164) - (간선)104, 140, 604, (지선)7011, (공항)6015",,,,,,,,,,,,,,,,
Sijang_jung_018,Y,동평화시장,전문시장,,중구,청계천로 318,중구 신당동 217-95,,KOR,127.013781233,37.569350741,1,#0000FF,L,4,2234-9252,,,,http://economy.seoul.go.kr/files/2015/07/55b0acd3317640.50302953.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),24768,점포수(개),1443,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,의류 / 국일분식(23년 동안 손으로 직접 반죽해 만든 손만두와 찐방과 매콤한 맛이 일품인 쫄면),주변 버스정류소,"청계7가,동평화,청평화시장(02-229) - (간선)163, (지선)2015",,,,,,,,,,,,,,,,
Sijang_jung_017,Y,신평화패션타운,전문시장,,중구,청계천로 298,중구 신당동 217-1,,KOR,127.011053,37.569447791,1,#0000FF,L,4,2253-0714,http://www.sph.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b09d4551b834.77382311.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),13494,점포수(개),1089,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,의류,주변 버스정류소,"청계6가,오간수교(02-241) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_016,Y,자유상가,전문시장,,중구,회현동1가 202(회현동),중구 회현동1가 202-157,,KOR,126.979765052,37.560989248,1,#0000FF,L,4,752-8689,,,,http://economy.seoul.go.kr/files/2015/07/55b0a96cc808c0.11564258.jpg,,,,,,,면적(㎡),8646,점포수(개),397,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(수입아동복),대표상품,"가방,수입잡화,아동복",주변 버스정류소,"남대문시장(02-126) - (간선)104, 401, 504, (직행)9007, (순환)05",,,,,,,,,,,,,,,,
Sijang_jung_015,Y,신중부시장,전문시장,,중구,을지로30길 29,중구 오장동 44-8,,KOR,126.999388823,37.565525453,1,#0000FF,L,4,2273-0006,,,,http://economy.seoul.go.kr/files/2015/07/55b09d04bec9c3.00083096.jpg,,,,,문화관광형 시장(2016),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),7523,점포수(개),417,형태(골목/건물/상점가),골목형,취급상품(일반/전문),전문시장(건어물),대표상품,건어물,주변 버스정류소,"중구청앞,덕수중학교(02-164) - (간선)104, 140, 604, (지선)7011, (공항)6015",,,,,,,,,,,,,,,,
Sijang_jung_014,Y,삼익패션타운,전문시장,,중구,남대문시장길 7,중구 남대문로4가 20-60,,KOR,126.976401374,37.560108775,1,#0000FF,L,4,774-1531,,,,http://economy.seoul.go.kr/files/2015/07/55b09aa0296407.10875170.jpg,,,,,,,면적(㎡),29620,점포수(개),1020,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,의류,주변 버스정류소,"남대문시장,신한은행(02-219) - (간선)100, 103, 105, 151, 152, 162, 163, 201, 202, 261, 262, 406, 500, 701, 704, N15, N30, (지선)7017, 7021, 7022, (광역)M4101, M4102",,,,,,,,,,,,,,,,
Sijang_jung_013,Y,청평화시장,전문시장,,중구,청계천로 334,중구 신당동 217-91,,KOR,127.014922302,37.569459909,1,#0000FF,L,4,2252-8036,http://www.cph.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b0a9d38a5049.73184725.jpg,,,,,,,면적(㎡),12917,점포수(개),1025,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,의류(여성캐쥬얼),주변 버스정류소,"청계7가,동평화,청평화시장(02-229) - (간선)163, (지선)2015",,,,,,,,,,,,,,,,
Sijang_jung_012,Y,광희패션몰,전문시장,,중구,마장로1길 21,중구 신당동 777,,KOR,127.011901678,37.568666721,1,#0000FF,L,4,2238-9889,http://www.kwangheesijang.com,,,http://economy.seoul.go.kr/files/2015/07/55b0a9a08e56e7.23512274.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),8601,점포수(개),1150,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,의류,주변 버스정류소,동대문디자인플라자(02-280) - (지선)2012,,,,,,,,,,,,,,,,
Sijang_jung_011,Y,벨포스트(에리어식스),전문시장,,중구,마장로 19,중구 신당동 776,,KOR,127.011958795,37.568135407,1,#0000FF,L,4,2231-4678,http://www.belpost.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b0ad1ac21156.06240060.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),4379,점포수(개),376,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,의류,주변 버스정류소,동대문디자인플라자(02-280) - (지선)2012,,,,,,,,,,,,,,,,
Sijang_jung_010,Y,제일평화시장,전문시장,,중구,마장로 13,중구 신당동 775,,KOR,127.011388235,37.568508001,1,#0000FF,L,4,2252-0323,http://www.jeilpyunghwa.com,,,http://economy.seoul.go.kr/files/2015/07/55b0aa126032e9.41894230.jpg,,,,,,,면적(㎡),9804,점포수(개),858,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,의류,주변 버스정류소,동대문디자인플라자(02-280) - (지선)2012,,,,,,,,,,,,,,,,
Sijang_jung_009,Y,남평화시장,전문시장,,중구,장충단로 280-10(신당동),중구 신당동 772,,KOR,127.010895781,37.569237411,1,#0000FF,L,4,2252-4415,http://www.namph.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b0a8244fc915.11030050.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),7266,점포수(개),565,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 의류부자재)",대표상품,"가방,의류",주변 버스정류소,동대문디자인플라자(02-280) - (지선)2012,,,,,,,,,,,,,,,,
Sijang_jung_008,Y,동화상가,전문시장,,중구,을지로6가 17-145(을지로6가),중구 을지로6가 17-415,,KOR,127.006943066,37.568537455,1,#0000FF,L,4,2265-9612,http://www.donghwa-mk.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b0a860f27606.67763220.jpg,,,,,,,면적(㎡),18707,점포수(개),722,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(의류부자재),대표상품,"가방,의류",주변 버스정류소,"청계6가,오간수교(02-241) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_007,Y,통일상가,전문시장,,중구,청계천로 274,중구 을지로6가 17-48,,KOR,127.008019035,37.569421296,1,#0000FF,L,4,2269-1969,http://www.tongils.kr,,,http://economy.seoul.go.kr/files/2015/07/55b0a6749a3211.18803165.jpg,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),15146,점포수(개),604,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(남성복, 의류부자재)",대표상품,의류부자재,주변 버스정류소,"청계6가,평화시장(02-228) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_006,Y,평화시장,전문시장,,중구,청계천로 274,중구 을지로6가 17-48,,KOR,127.0071313,37.5693826,1,#0000FF,L,4,2279-2193,http://www.pyounghwa.com,,,http://economy.seoul.go.kr/files/2015/07/55b0a62c173b27.32537255.gif,,,,,"글로벌명품형 시장(2016, 동대문권 전통시장)","한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),27704,점포수(개),2020,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 잡화)",대표상품,"의류,잡화 / 모녀식당(2대에 걸쳐 44년간 특유의 담백한 맛을내는 감자탕이 일품)",주변 버스정류소,"청계6가,평화시장(02-228) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jung_005,Y,서울중앙시장,일반시장,,중구,퇴계로85길 22,중구 황학동 409,,KOR,127.01977198,37.566785153,1,#0000FF,L,4,2232-9559,http://www.kkaebitour.blog.me,,,http://economy.seoul.go.kr/files/2015/07/55b0a7afea9307.44718232.jpg,,,,,문화관광형 시장(2015),지역의 문화·관광·특산품 등과 연계해 관광과 쇼핑이 가능한 시장으로 육성,면적(㎡),24522,점포수(개),342,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,대표상품,"농·수·축산물,돈닭부산물,주방기구가구",주변 버스정류소,"신당역,중앙시장앞(02-182) - (간선)147, 202, 421, 463, N62, (지선)2012, 2014, 2015, 6211",,,,,,,,,,,,,,,,
Sijang_jung_004,Y,방산종합시장,전문시장,,중구,동호로37길 20,중구 주교동 19-1,,KOR,127.000792253,37.568715075,1,#0000FF,L,4,2268-6691,,,,http://economy.seoul.go.kr/files/2015/07/55b09b1973d494.60164624.jpg,,,,,,,면적(㎡),23336,점포수(개),1074,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(원단, 의류 부자재, 포장재)",대표상품,"원단,라벨,향초",주변 버스정류소,방산종합시장(02-272) - (간선)152,,,,,,,,,,,,,,,,
Sijang_jung_003,Y,중부시장,전문시장,,중구,을지로36길 35,중구 오장동 139-11,,KOR,127.001886743,37.565056022,1,#0000FF,L,4,2267-5617,,,,http://economy.seoul.go.kr/files/2015/07/55b09ccfaa95f7.11230395.jpg,,,,,,,면적(㎡),20707,점포수(개),421,형태(골목/건물/상점가),골목형,취급상품(일반/전문),전문시장(건어물),대표상품,건어물,주변 버스정류소,"을지로5가,중부시장(02-166) - (간선)100, 105, 152, 202, 261, N30",,,,,,,,,,,,,,,,
Sijang_jung_002,Y,숭례문수입상가,전문시장,,중구,소월로 3,중구 남창동 51-1,,KOR,126.976186622,37.559364636,1,#0000FF,L,4,779-2951,,,,http://economy.seoul.go.kr/files/2015/07/55b0a6d369ed47.32742434.jpg,,,,,,,면적(㎡),45479,점포수(개),517,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(수입품),대표상품,수입잡화,주변 버스정류소,"북창동,남대문시장(02-283) - (직행)1150, 5007, 9001, 9003, 9300, 9301, (급행)8100, (광역)2500, M4101, M4102",,,,,,,,,,,,,,,,
Sijang_jung_001,Y,남대문시장,전문시장,,중구,남대문시장길 21,중구 남대문로4가 18-11,,KOR,126.977094419,37.560236678,1,#0000FF,L,4,753-2805,http://www.namdaemunmarket.co.kr,,,http://economy.seoul.go.kr/files/2015/07/55b0a926383ba1.78362235.jpg,,,,,글로벌명품형 시장(2015),"한국의 맛과 멋, 흥을 몸소 체험할 수 있는 가장 한국적인 전통시장",면적(㎡),64612,점포수(개),5200,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(의류, 액세서리)",대표상품,"아동복,액세서리,꽃,갈치조림,칼국수 등",주변 버스정류소,"남대문시장,회현역(02-145) - (간선)104, 105, 604, N16, (지선)7011",,,,,,,,,,,,,,,,
Sijang_jongno_027,Y,동대문상가D동,전문시장,,종로구,청계천로 331,,,,,,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),8370,점포수(개),96,형태(골목/건물/상점가),상점가,취급상품(일반/전문),전문시장,,,,,,,,,,,,,,,,,,,,
Sijang_jongno_026,Y,동묘시장,일반시장,,종로구,종로58길 40,종로구 숭인동 241-1,,KOR,127.018355385,37.57156329,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),5480,점포수(개),120,형태(골목/건물/상점가),상점가,취급상품(일반/전문),일반시장,,,주변 버스정류소,청계8가.영도교(01-254) - (간선) 163,,,,,,,,,,,,,,,,
Sijang_jongno_025,Y,동대문지하쇼핑센터,전문시장,,종로구,율곡로지하 308,종로구 종로6가 287-6,,KOR,127.009579201,37.570029348,1,#0000FF,L,4,2290-6545,,,,http://economy.seoul.go.kr/files/2015/08/55c85d2c07b9d9.83945471.jpg,,,,,,,면적(㎡),2285,점포수(개),54,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(원단, 의류 부자재)",대표상품,"이불, 한복, 커텐",주변 버스정류소,"청계6가, 오간수교(02-241) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_024,Y,한일지하상가(마전교지하쇼핑센터),전문시장,,종로구,동호로지하 398,종로구 종로5가,,KOR,127.0019977,37.570126639,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55c85ca776f303.26219453.jpg,,,,,,,면적(㎡),1210,점포수(개),32,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(공예품, 신발, 안경)",대표상품,"침구, 털실, 조화, 잡화",주변 버스정류소,"종로5가(01-212) - (간선)100, 104, 407, (지선)2014",,,,,,,,,,,,,,,,
Sijang_jongno_023,Y,종로5가지하상가,전문시장,,종로구,종로지하 200,종로구 종로5가 138-4,,KOR,127.00123332,37.570570696,1,#0000FF,L,4,744-8722,,,,http://economy.seoul.go.kr/files/2015/08/55c85b0f4ae935.29886316.jpg,,,,,,,면적(㎡),4165,점포수(개),65,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(한복, 장신구)",대표상품,"한복, 장신구",주변 버스정류소,"종로5가(01-206) - (일반)111, (간선)101, 103, 370, 720, 721",,,,,,,,,,,,,,,,
Sijang_jongno_022,Y,종로4가지하상가,전문시장,,종로구,창경궁로지하 81,종로구 종로4가,,KOR,126.998727615,37.570864835,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55d11fc5053b33.46917537.jpg,,,,,,,면적(㎡),2997,점포수(개),109,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(한복, 장신구)",대표상품,혼수,주변 버스정류소,"종로5가(01-197) - (간선)201, 260, 262, 270, 271, N15, N26, N62",,,,,,,,,,,,,,,,
Sijang_jongno_021,Y,종각지하쇼핑센터,전문시장,,종로구,종로지하 73,종로구 창신동 423-6,,KOR,127.013611724,37.570161178,1,#0000FF,L,4,733-0330,,,,http://economy.seoul.go.kr/files/2015/08/55d11fee64af69.25158904.jpg,,,,,,,면적(㎡),1555,점포수(개),75,형태(골목/건물/상점가),지하도상가,취급상품(일반/전문),"전문시장(의류, 잡화, 액세서리)",대표상품,"의류, 잡화",주변 버스정류소,"종로2가(01-192) - (간선)103, 150, 160, 260, 270, 271, 273, 370, 470, 471, 601 ,710, 720, 721, N26, N37, N62, (지선)7212",,,,,,,,,,,,,,,,
Sijang_jongno_020,Y,동대문상가C동,전문시장,,종로구,청계천로 319,종로구 창신동 436-65,,KOR,127.013351426,37.570095876,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55d11f9a220ce7.98936107.jpg,,,,,,,면적(㎡),4735,점포수(개),185,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(신발),대표상품,신발,주변 버스정류소,"청계7가,맑은내다리(01-253) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_019,Y,동대문상가B동,전문시장,,종로구,청계천로 307,종로구 창신동 436-78,,KOR,127.011933596,37.570064534,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55d11f70e9e340.64915943.jpg,,,,,,,면적(㎡),4735,점포수(개),180,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(신발),대표상품,신발,주변 버스정류소,"청계7가,맑은내다리(01-253) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_018,Y,동대문상가A동,전문시장,,종로구,청계천로 295,종로구 창신동 436-79,,KOR,127.010654663,37.570060038,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55d11f4bc54da1.00286810.jpg,,,,,,,면적(㎡),4735,점포수(개),219,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(신발),대표상품,신발,주변 버스정류소,"청계6가,오간수교(02-241) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_017,Y,동대문문구완구종합시장,전문시장,,종로구,종로52길 36,종로구 창신동 390-29,,KOR,127.014436055,37.57122628,1,#0000FF,L,4,747-1900,,,,http://economy.seoul.go.kr/files/2015/08/55d11f00eee280.97999333.jpg,,,,,,,면적(㎡),7800,점포수(개),130,형태(골목/건물/상점가),골목형,취급상품(일반/전문),"전문시장(문구, 완구)",대표상품,완구,주변 버스정류소,"동대문(01-233) - (간선)101, 103, 105, 144, 152, 201, 260, 261, 262, 270, 271, 420, 720, N13, N15, N26, N30, (지선)2112, 2233",,,,,,,,,,,,,,,,
Sijang_jongno_016,Y,창신골목시장,일반시장,,종로구,종로51길 18,종로구 창신동 142-33,,KOR,127.011853327,37.572797295,1,#0000FF,L,4,3675-3533,,,,http://economy.seoul.go.kr/files/2015/08/55c85c4206e8b1.07759833.jpg,,,,,,,면적(㎡),9504.1,점포수(개),117,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,창신동창신시장(01-238) - (간선)142,,,,,,,,,,,,,,,,
Sijang_jongno_015,Y,충신시장,일반시장,,종로구,율곡로22길 7,종로구 충신동 35-8,,KOR,127.005418352,37.574843739,1,#0000FF,L,4,,,,,,,,,,,,면적(㎡),4000,점포수(개),21,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,충신시장(01-804) - (마을)종로03,,,,,,,,,,,,,,,,
Sijang_jongno_014,Y,낙원지하시장(대일상가),일반시장,,종로구,삼일대로 428,종로구 낙원동 288,,KOR,126.9880308,37.5727742,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55c98fa9c4d613.40147895.jpg,,,,,,,면적(㎡),6593.67,점포수(개),250,형태(골목/건물/상점가),건물형,취급상품(일반/전문),일반시장,대표상품,"수산물, 생활용품, 잡화",주변 버스정류소,"낙원상가(01-589) - (마을)종로01, 종로02",,,,,,,,,,,,,,,,
Sijang_jongno_013,Y,낙원상가,전문시장,,종로구,삼일대로 428,종로구 낙원동 288,,KOR,126.987889028,37.572757069,1,#0000FF,L,4,,http://www.enakwon.com,,,http://economy.seoul.go.kr/files/2015/08/55c98faba2a4d9.04670520.jpg,,,,,,,면적(㎡),4889.27,점포수(개),312,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(악기),대표상품,전문악기,주변 버스정류소,"낙원상가(01-589) - (마을)종로01, 종로02",,,,,,,,,,,,,,,,
Sijang_jongno_012,Y,금천교시장(세종마을 음식문화거리),전문시장,,종로구,자하문로 5,종로구 체부동 52,,KOR,126.972213113,37.576613341,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55c98d0ed89b48.37027180.jpg,,,,,,,면적(㎡),18187,점포수(개),112,형태(골목/건물/상점가),골목형,취급상품(일반/전문),전문시장(먹거리골목),대표상품,청년장사꾼 감자집,주변 버스정류소,경복궁역(01-552) - (마을)종로09,,,,,,,,,,,,,,,,
Sijang_jongno_011,Y,한일상가,전문시장,,종로구,청계천로 229,종로구 종로5가 314-7,,KOR,127.003012553,37.570126668,1,#0000FF,L,4,2266-3242,,,,http://economy.seoul.go.kr/files/2015/08/55c98cad2a1474.41510897.jpg,,,,,,,면적(㎡),4894,점포수(개),325,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(가방도매),대표상품,가방,주변 버스정류소,"청계6가,동대문시장(01-213) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_010,Y,종로신진시장,일반시장,,종로구,종로38길16,종로구 종로5가 231-26,,KOR,127.004959891,37.570403936,1,#0000FF,L,4,,,,,http://economy.seoul.go.kr/files/2015/08/55c85aba5cdde0.42598538.jpg,,,,,,,면적(㎡),3400,점포수(개),115,형태(골목/건물/상점가),골목형,취급상품(일반/전문),일반시장,,,주변 버스정류소,"종로6가,종로신진시장(01-216) - (일반)111, (간선)N62",,,,,,,,,,,,,,,,
Sijang_jongno_009,Y,신설종합시장,전문시장,,종로구,난계로27길 51,종로구 숭인동 206-9,,KOR,127.020326458,37.572662716,1,#0000FF,L,4,2234-7151,,,,http://economy.seoul.go.kr/files/2015/08/55c98c5d223491.50876345.jpg,,,,,,,면적(㎡),1691.18,점포수(개),151,형태(골목/건물/상점가),건물형,취급상품(일반/전문),"전문시장(원단, 의류 부자재)",,,주변 버스정류소,"청계8가,황학교(01-292) - (간선)163",,,,,,,,,,,,,,,,
Sijang_jongno_008,Y,동문시장,전문시장,,종로구,종로44길 14,종로구 창신동 436-41,,KOR,127.011111599,37.570504291,1,#0000FF,L,4,764-4766,,,,http://economy.seoul.go.kr/files/2015/08/55c98c0f025e10.26258357.jpg,,,,,,,면적(㎡),9739,점포수(개),150,형태(골목/건물/상점가),건물형,취급상품(일반/전문),전문시장(신발),,,주변 버스정류소,동대문역5번출구(01-811) - (마을)종로03,,,,,,,,,,,,,,,,
