,location,name,gu,위도,경도
46,"서울특별시 양천구 목동로 225 (신정동, 홍익병원)",홍익병원,양천구,37.5284349,126.8636189
47,서울특별시 양천구 안양천로 1071 (목동),이화여자대학교의과대학부속목동병원,양천구,37.5363794,126.8864324
48,"서울특별시 영등포구 63로 10 (여의도동, 여의도성모병원)",가톨릭대학교 여의도성모병원,영등포구,37.5178178,126.9355584
49,"서울특별시 영등포구 여의대방로53길 22 (신길동, 성애병원)",성애의료재단 성애병원,영등포구,37.5119571,126.9223932
50,"서울특별시 영등포구 신길로 1 (대림동, 강남성심병원)",한림대학교 강남성심병원,영등포구,37.492737,126.908812
51,"서울특별시 영등포구 도림로 156 (대림동, 명지성모병원)",명지성모병원,영등포구,37.4939034,126.8992293
52,"서울특별시 영등포구 버드나루로7길 12 (영등포동7가, 한강성심병원)",한림대학교 한강성심병원,영등포구,37.52315,126.9096996
53,"서울특별시 영등포구 영등포로36길 13 (영등포동4가, 충무병원)",씨엠병원,영등포구,37.518791,126.9038173
54,"서울특별시 영등포구 시흥대로 657 (대림동, 대림성모병원)",대림성모병원,영등포구,37.4906332,126.9071741
55,"서울특별시 송파구 올림픽로43길 88 (풍납동, 서울아산병원)",재단법인아산사회복지재단 서울아산병원,송파구,37.526922,127.108381
56,"서울특별시 송파구 송이로 123 (가락동, 국립경찰병원)",경찰병원,송파구,37.4963176,127.1234353
